SYSCODE,CODE,REGIONAL,KABUPATEN,KECAMATAN,STATUS,THREE LETTER CODE,MANIFEST DOMESTIC,MANIFEST INTERCITY,ZONA TARIF (PPDD),ZONA DELEVERY (QCE),RING ORIGIN,WILAYAH
UPG20616,UPG,SULAMPAPUA,Tana Toraja,Gandang Batu Sillanan,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20617,UPG,SULAMPAPUA,Tana Toraja,Kurra,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20618,UPG,SULAMPAPUA,Tana Toraja,Makale Selatan,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20619,UPG,SULAMPAPUA,Tana Toraja,Makale Utara,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20620,UPG,SULAMPAPUA,Tana Toraja,Mappak,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20621,UPG,SULAMPAPUA,Tana Toraja,Masanda,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20622,UPG,SULAMPAPUA,Tana Toraja,Malimbong Balepe,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20623,UPG,SULAMPAPUA,Tana Toraja,Rano,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20624,UPG,SULAMPAPUA,Tana Toraja,Rembon,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20625,UPG,SULAMPAPUA,Toraja Utara,Sesean Suloara,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20626,UPG,SULAMPAPUA,Toraja Utara,Awan Rante Karua,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20627,UPG,SULAMPAPUA,Balusu,Balusu,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20628,UPG,SULAMPAPUA,Toraja Utara,Bangkelekila,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20629,UPG,SULAMPAPUA,Toraja Utara,Baruppu,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20630,UPG,SULAMPAPUA,Toraja Utara,Buntu Pepasan,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20631,UPG,SULAMPAPUA,Toraja Utara,Dende' Piongan Napo,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20632,UPG,SULAMPAPUA,Toraja Utara,Kapalla Pitu (Kapala Pitu),,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20633,UPG,SULAMPAPUA,Toraja Utara,Kesu,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20634,UPG,SULAMPAPUA,Toraja Utara,Nanggala,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20635,UPG,SULAMPAPUA,Toraja Utara,Rantebua,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20637,UPG,SULAMPAPUA,Toraja Utara,Sopai,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20638,UPG,SULAMPAPUA,Toraja Utara,Tallunglipu,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20639,UPG,SULAMPAPUA,Toraja Utara,Tikala,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20640,UPG,SULAMPAPUA,Tana Toraja,Sangalla Utara,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20641,UPG,SULAMPAPUA,Tana Toraja,Sangalla Selatan,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20642,UPG,SULAMPAPUA,Toraja Utara,Balusu,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20700,UPG,SULAMPAPUA,Kab. Mamuju,Mamuju,CABANG,UPG-MJU,UPG10000,UPG20700,B,B,RING 2,
UPG20701,UPG,SULAMPAPUA,Mamuju Tengah,Budong-Budong,,UPG-TOO,UPG10000,UPG20715,C,C,RING 2,
UPG20702,UPG,SULAMPAPUA,Mamuju,Kalumpang,,UPG-MJU,UPG10000,UPG20700,C,C,RING 2,
UPG20703,UPG,SULAMPAPUA,Mamuju,Kalukku,,UPG-MJU,UPG10000,UPG20700,C,C,RING 2,
UPG20705,UPG,SULAMPAPUA,Mamuju,Tapalang,,UPG-MJU,UPG10000,UPG20700,C,C,RING 2,
UPG20706,UPG,SULAMPAPUA,Mamuju,Bonehau,,UPG-MJU,UPG10000,UPG20700,C,C,RING 2,
UPG20707,UPG,SULAMPAPUA,Mamuju Tengah,Karossa,,UPG-TOO,UPG10000,UPG20715,C,C,RING 2,
UPG20708,UPG,SULAMPAPUA,Mamuju Tengah,Pangale,,UPG-TOO,UPG10000,UPG20715,C,C,RING 2,
UPG20709,UPG,SULAMPAPUA,Mamuju,Papalang,,UPG-MJU,UPG10000,UPG20700,C,C,RING 2,
UPG20710,UPG,SULAMPAPUA,Mamuju,Sampaga,,UPG-MJU,UPG10000,UPG20700,C,C,RING 2,
UPG20711,UPG,SULAMPAPUA,Mamuju,Simboro dan Kepulauan,,UPG-MJU,UPG10000,UPG20700,C,C,RING 2,
UPG20712,UPG,SULAMPAPUA,Mamuju,Tapalang Barat,,UPG-MJU,UPG10000,UPG20700,C,C,RING 2,
UPG20713,UPG,SULAMPAPUA,Mamuju Tengah,Tobadak,,UPG-TOO,UPG10000,UPG20715,C,C,RING 2,
UPG20714,UPG,SULAMPAPUA,Mamuju,Tommo,,UPG-MJU,UPG10000,UPG20700,C,C,RING 2,
UPG20715,UPG,SULAMPAPUA,Mamuju,Topoyo,CABANG,UPG-TOO,UPG10000,UPG20715,C,C,RING 2,
UPG20716,UPG,SULAMPAPUA,Mamuju,Kep. Bala Balakang,,UPG-MJU,UPG10000,UPG20700,C,C,RING 2,
UPG20800,UPG,SULAMPAPUA,Kab. Maros,Maros,CABANG,UPG-MRS,UPG10000,UPG20800,A,B,RING 2,
UPG20801,UPG,SULAMPAPUA,Maros,Bantimurung,,UPG-MRS,UPG10000,UPG20800,C,C,RING 2,
UPG20802,UPG,SULAMPAPUA,Maros,Camba,,UPG-MRS,UPG10000,UPG20800,C,C,RING 2,
UPG20803,UPG,SULAMPAPUA,Maros,Mallawa,,UPG-MRS,UPG10000,UPG20800,C,C,RING 2,
UPG20804,UPG,SULAMPAPUA,Maros,Mandai,,UPG-MRS,UPG10000,UPG20800,C,C,RING 2,
UPG20805,UPG,SULAMPAPUA,Maros,Bontoa (Maros Utara),,UPG-MRS,UPG10000,UPG20800,C,C,RING 2,
UPG20806,UPG,SULAMPAPUA,Maros,Tanralili,,UPG-MRS,UPG10000,UPG20800,C,C,RING 2,
UPG20807,UPG,SULAMPAPUA,Cenrana ,Cenrana ,,UPG-MRS,UPG10000,UPG20800,C,C,RING 2,
UPG20808,UPG,SULAMPAPUA,Maros,Lau,,UPG-MRS,UPG10000,UPG20800,C,C,RING 2,
UPG20809,UPG,SULAMPAPUA,Maros,Maros Baru,,UPG-MRS,UPG10000,UPG20800,C,C,RING 2,
UPG20810,UPG,SULAMPAPUA,Maros,Marusu,,UPG-MRS,UPG10000,UPG20800,C,C,RING 2,
UPG20811,UPG,SULAMPAPUA,Maros,Moncongloe,,UPG-MRS,UPG10000,UPG20800,C,C,RING 2,
UPG20812,UPG,SULAMPAPUA,Maros,Simbang,,UPG-MRS,UPG10000,UPG20800,C,C,RING 2,
UPG20813,UPG,SULAMPAPUA,Maros,Tompu Bulu,,UPG-MRS,UPG10000,UPG20800,C,C,RING 2,
UPG20814,UPG,SULAMPAPUA,Maros,Turikale,,UPG-MRS,UPG10000,UPG20800,C,C,RING 2,
UPG20815,UPG,SULAMPAPUA,Maros,Cenrana,,UPG-MRS,UPG10000,UPG20800,C,C,RING 2,
UPG20900,UPG,SULAMPAPUA,Kab. Majene,Majene,CABANG,UPG-MAJ,UPG10000,UPG20900,B,B,RING 2,
UPG20901,UPG,SULAMPAPUA,Majene,Malunda,,UPG-MAJ,UPG10000,UPG20900,C,C,RING 2,
UPG20902,UPG,SULAMPAPUA,Majene,Pamboang,,UPG-MAJ,UPG10000,UPG20900,C,C,RING 2,
UPG20903,UPG,SULAMPAPUA,Majene,Sendana,,UPG-MAJ,UPG10000,UPG20900,C,C,RING 2,
UPG20904,UPG,SULAMPAPUA,Majene,Banggae,,UPG-MAJ,UPG10000,UPG20900,C,C,RING 2,
UPG20906,UPG,SULAMPAPUA,Majene,Banggae Timur,,UPG-MAJ,UPG10000,UPG20900,C,C,RING 2,
UPG20907,UPG,SULAMPAPUA,Majene,Tammeredo Sendana,,UPG-MAJ,UPG10000,UPG20900,C,C,RING 2,
UPG20908,UPG,SULAMPAPUA,Majene,Tubo (Tubo Sendana),,UPG-MAJ,UPG10000,UPG20900,C,C,RING 2,
UPG20909,UPG,SULAMPAPUA,Majene,Ulumunda,,UPG-MAJ,UPG10000,UPG20900,C,C,RING 2,
UPG21000,UPG,SULAMPAPUA,Kota Palopo,Palopo,CABANG,UPG-LLO,UPG10000,UPG21000,B,B,RING 2,
UPG21020,UPG,SULAMPAPUA,Palopo,Telluwanua,,UPG-LLO,UPG10000,UPG21000,B,B,RING 2,
UPG21021,UPG,SULAMPAPUA,Palopo,Wara,,UPG-LLO,UPG10000,UPG21000,B,B,RING 2,
UPG21022,UPG,SULAMPAPUA,Palopo,Wara Selatan,,UPG-LLO,UPG10000,UPG21000,B,B,RING 2,
UPG21023,UPG,SULAMPAPUA,Palopo,Wara Utara,,UPG-LLO,UPG10000,UPG21000,B,B,RING 2,
UPG21024,UPG,SULAMPAPUA,Palopo,Bara,,UPG-LLO,UPG10000,UPG21000,B,B,RING 2,
UPG21025,UPG,SULAMPAPUA,Palopo,Wara Timur,,UPG-LLO,UPG10000,UPG21000,B,B,RING 2,
UPG21026,UPG,SULAMPAPUA,Palopo,Wara Barat,,UPG-LLO,UPG10000,UPG21000,B,B,RING 2,
UPG21027,UPG,SULAMPAPUA,Palopo,Mungkajang,,UPG-LLO,UPG10000,UPG21000,B,B,RING 2,
UPG21028,UPG,SULAMPAPUA,Palopo,Sendana,,UPG-LLO,UPG10000,UPG21000,C,C,RING 2,
UPG21100,UPG,SULAMPAPUA,Kab. Pinrang,Pinrang,CABANG,UPG-PIN,UPG10000,UPG21100,B,B,RING 2,
UPG21101,UPG,SULAMPAPUA,Pinrang,Cempa,,UPG-PIN,UPG10000,UPG21100,C,C,RING 2,
UPG21102,UPG,SULAMPAPUA,Pinrang,Duampanua,,UPG-PIN,UPG10000,UPG21100,C,C,RING 2,
UPG21103,UPG,SULAMPAPUA,Pinrang,Lembang,,UPG-PIN,UPG10000,UPG21100,C,C,RING 2,
UPG21104,UPG,SULAMPAPUA,Pinrang,Mattiro Bulu,,UPG-PIN,UPG10000,UPG21100,C,C,RING 2,
UPG21105,UPG,SULAMPAPUA,Pinrang,Mattiro Sompe,,UPG-PIN,UPG10000,UPG21100,C,C,RING 2,
UPG21106,UPG,SULAMPAPUA,Pinrang,Patampanua,,UPG-PIN,UPG10000,UPG21100,C,C,RING 2,
UPG21107,UPG,SULAMPAPUA,Pinrang,Suppa,,UPG-PIN,UPG10000,UPG21100,C,C,RING 2,
UPG21108,UPG,SULAMPAPUA,Pinrang,Batulappa,,UPG-PIN,UPG10000,UPG21100,C,C,RING 2,
UPG21109,UPG,SULAMPAPUA,Pinrang,Lanrisang,,UPG-PIN,UPG10000,UPG21100,C,C,RING 2,
UPG21110,UPG,SULAMPAPUA,Pinrang,Paleteang,,UPG-PIN,UPG10000,UPG21100,C,C,RING 2,
UPG21111,UPG,SULAMPAPUA,Pinrang,Tiroang,,UPG-PIN,UPG10000,UPG21100,C,C,RING 2,
UPG21112,UPG,SULAMPAPUA,Pinrang,Watang Sawitto,,UPG-PIN,UPG10000,UPG21100,C,C,RING 2,
UPG21200,UPG,SULAMPAPUA,Polewali Mandar,Polewali,CABANG,UPG-PLI,UPG10000,UPG21200,B,B,RING 2,
UPG21201,UPG,SULAMPAPUA,Polewali Mandar,Campalagian,,UPG-WNM,UPG10000,UPG21208,C,C,RING 2,
UPG21206,UPG,SULAMPAPUA,Polewali Mandar,Tinambung,,UPG-WNM,UPG10000,UPG21208,C,C,RING 2,
UPG21207,UPG,SULAMPAPUA,Polewali Mandar,Tubbi Taramanu (Tutar/Tutallu),,UPG-WNM,UPG10000,UPG21208,C,C,RING 2,
UPG21208,UPG,SULAMPAPUA,Kab. Polewali Mandar,Wonomulyo,CABANG,UPG-WNM,UPG10000,UPG21208,C,C,RING 2,
UPG21209,UPG,SULAMPAPUA,Polewali Mandar,Alu (Allu),,UPG-WNM,UPG10000,UPG21208,C,C,RING 2,
UPG21210,UPG,SULAMPAPUA,Polewali Mandar,Anreapi,,UPG-PLI,UPG10000,UPG21200,C,C,RING 2,
UPG21211,UPG,SULAMPAPUA,Polewali Mandar,Balanipa,,UPG-WNM,UPG10000,UPG21208,C,C,RING 2,
UPG21212,UPG,SULAMPAPUA,Polewali Mandar,Binuang,,UPG-PLI,UPG10000,UPG21200,C,C,RING 2,
UPG21213,UPG,SULAMPAPUA,Polewali Mandar,Limboro,,UPG-WNM,UPG10000,UPG21208,C,C,RING 2,
UPG21214,UPG,SULAMPAPUA,Polewali Mandar,Luyo,,UPG-WNM,UPG10000,UPG21208,C,C,RING 2,
UPG21215,UPG,SULAMPAPUA,Polewali Mandar,Mapilli,,UPG-WNM,UPG10000,UPG21208,C,C,RING 2,
UPG21216,UPG,SULAMPAPUA,Polewali Mandar,Matakali,,UPG-PLI,UPG10000,UPG21200,C,C,RING 2,
UPG21217,UPG,SULAMPAPUA,Polewali Mandar,Matangnga,,UPG-WNM,UPG10000,UPG21208,C,C,RING 2,
UPG21218,UPG,SULAMPAPUA,Polewali Mandar,Tapango,,UPG-WNM,UPG10000,UPG21208,C,C,RING 2,
UPG21219,UPG,SULAMPAPUA,Polewali Mandar,Bulo,,UPG-WNM,UPG10000,UPG21208,C,C,RING 2,
UPG21300,UPG,SULAMPAPUA,Kab. Sindenreng Rappang,Sidenreng,CABANG,UPG-SID,UPG10000,UPG21300,B,B,RING 2,
UPG21301,UPG,SULAMPAPUA,Sidenreng Rappang,Baranti,,UPG-SID,UPG10000,UPG21300,C,C,RING 2,
UPG21302,UPG,SULAMPAPUA,Sidenreng Rappang,Dua Pitue,,UPG-SID,UPG10000,UPG21300,C,C,RING 2,
UPG21303,UPG,SULAMPAPUA,Sidenreng Rappang,Panca Rijang,,UPG-SID,UPG10000,UPG21300,C,C,RING 2,
UPG21304,UPG,SULAMPAPUA,Sidenreng Rappang,Panca Lautan (Lautang),,UPG-SID,UPG10000,UPG21300,C,C,RING 2,
UPG21305,UPG,SULAMPAPUA,Sidenreng Rappang,Tellu Limpoe,,UPG-SID,UPG10000,UPG21300,C,C,RING 2,
UPG21306,UPG,SULAMPAPUA,Sidenreng Rappang,Watang Pulu,,UPG-SID,UPG10000,UPG21300,C,C,RING 2,
UPG21307,UPG,SULAMPAPUA,Sidenreng Rappang,Kulo,,UPG-SID,UPG10000,UPG21300,C,C,RING 2,
UPG21308,UPG,SULAMPAPUA,Sidenreng Rappang,Maritengngae,,UPG-SID,UPG10000,UPG21300,C,C,RING 2,
UPG21309,UPG,SULAMPAPUA,Sidenreng Rappang,Pitu Raise/Riase,,UPG-SID,UPG10000,UPG21300,C,C,RING 2,
UPG21310,UPG,SULAMPAPUA,Sidenreng Rappang,Pitu Riawa,,UPG-SID,UPG10000,UPG21300,C,C,RING 2,
UPG21312,UPG,SULAMPAPUA,Sidrap,Sidrap,,UPG-SID,UPG10000,UPG21300,C,C,RING 2,
UPG21313,UPG,SULAMPAPUA,Sidenreng Rappang,Wattang Sidenreng (Watang Sidenreng),,UPG-SID,UPG10000,UPG21300,C,C,RING 2,
UPG21400,UPG,SULAMPAPUA,Kab. Wajo,Sengkang,CABANG,UPG-SKG,UPG10000,UPG21400,B,B,RING 2,
UPG21401,UPG,SULAMPAPUA,Wajo,Belawa,,UPG-SKG,UPG10000,UPG21400,C,C,RING 2,
UPG21402,UPG,SULAMPAPUA,Wajo,Majauleng,,UPG-SKG,UPG10000,UPG21400,C,C,RING 2,
UPG21403,UPG,SULAMPAPUA,Wajo,Maniangpajo,,UPG-SKG,UPG10000,UPG21400,C,C,RING 2,
UPG21404,UPG,SULAMPAPUA,Wajo,Pammana,,UPG-SKG,UPG10000,UPG21400,C,C,RING 2,
UPG21405,UPG,SULAMPAPUA,Wajo,Pitumpanua,,UPG-SKG,UPG10000,UPG21400,C,C,RING 2,
UPG21406,UPG,SULAMPAPUA,Wajo,Sabangparu,,UPG-SKG,UPG10000,UPG21400,C,C,RING 2,
UPG21407,UPG,SULAMPAPUA,Wajo,Sajoanging,,UPG-SKG,UPG10000,UPG21400,C,C,RING 2,
UPG21408,UPG,SULAMPAPUA,Wajo,Takkalalla,,UPG-SKG,UPG10000,UPG21400,C,C,RING 2,
UPG21409,UPG,SULAMPAPUA,Wajo,Tanasitolo,,UPG-SKG,UPG10000,UPG21400,C,C,RING 2,
UPG21410,UPG,SULAMPAPUA,Wajo,Bola,,UPG-SKG,UPG10000,UPG21400,C,C,RING 2,
UPG21411,UPG,SULAMPAPUA,Wajo,Gilireng,,UPG-SKG,UPG10000,UPG21400,C,C,RING 2,
UPG21412,UPG,SULAMPAPUA,Wajo,Keera,,UPG-SKG,UPG10000,UPG21400,C,C,RING 2,
UPG21413,UPG,SULAMPAPUA,Wajo,Penrang,,UPG-SKG,UPG10000,UPG21400,C,C,RING 2,
UPG21414,UPG,SULAMPAPUA,Wajo,Tempe,,UPG-SKG,UPG10000,UPG21400,C,C,RING 2,
UPG21500,UPG,SULAMPAPUA,Kab. Sinjai,Sinjai,CABANG,UPG-SNJ,UPG10000,UPG21500,B,B,RING 2,
UPG21501,UPG,SULAMPAPUA,Sinjai,Sinjai Barat,,UPG-SNJ,UPG10000,UPG21500,C,C,RING 2,
UPG21503,UPG,SULAMPAPUA,Sinjai,Sinjai Selatan,,UPG-SNJ,UPG10000,UPG21500,C,C,RING 2,
UPG21504,UPG,SULAMPAPUA,Sinjai,Sinjai Tengah,,UPG-SNJ,UPG10000,UPG21500,C,C,RING 2,
UPG21505,UPG,SULAMPAPUA,Sinjai,Sinjai Timur,,UPG-SNJ,UPG10000,UPG21500,C,C,RING 2,
UPG21506,UPG,SULAMPAPUA,Sinjai,Sinjai Utara,,UPG-SNJ,UPG10000,UPG21500,C,C,RING 2,
UPG21507,UPG,SULAMPAPUA,Sinjai,Bulupoddo,,UPG-SNJ,UPG10000,UPG21500,C,C,RING 2,
UPG21508,UPG,SULAMPAPUA,Sinjai,Pulau Sembilan,,UPG-SNJ,UPG10000,UPG21500,C,C,RING 2,
UPG21509,UPG,SULAMPAPUA,Sinjai,Sinjai Borong,,UPG-SNJ,UPG10000,UPG21500,C,C,RING 2,
UPG21510,UPG,SULAMPAPUA,Sinjai,Tellu Limpoe,,UPG-SNJ,UPG10000,UPG21500,C,C,RING 2,
UPG21600,UPG,SULAMPAPUA,Kab. Goa,Sungguminasa,CABANG,UPG-GWA,UPG10000,UPG21600,A,B,RING 2,
UPG21601,UPG,SULAMPAPUA,Gowa,Bajeng,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21602,UPG,SULAMPAPUA,Gowa,Bontomarannu,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21603,UPG,SULAMPAPUA,Gowa,Bontonompo,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21604,UPG,SULAMPAPUA,Gowa,Bungaya,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21605,UPG,SULAMPAPUA,Gowa,Pallangga,,UPG-GWA,UPG10000,UPG21600,A,B,RING 2,
UPG21606,UPG,SULAMPAPUA,Gowa,Parangloe,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21607,UPG,SULAMPAPUA,Gowa,Tinggimoncong,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21608,UPG,SULAMPAPUA,Gowa,Tompobulu,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21609,UPG,SULAMPAPUA,Gowa,Barombong,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21610,UPG,SULAMPAPUA,Gowa,Biringbulu,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21611,UPG,SULAMPAPUA,Gowa,Somba Opu (Upu),,UPG-GWA,UPG10000,UPG21600,A,B,RING 2,
UPG21612,UPG,SULAMPAPUA,Gowa,Tombolo Pao,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21613,UPG,SULAMPAPUA,Gowa,Pattallassang,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21614,UPG,SULAMPAPUA,Gowa,Parigi,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21615,UPG,SULAMPAPUA,Gowa,Bontonompo Selatan,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21616,UPG,SULAMPAPUA,Gowa,Bontolempangang,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21617,UPG,SULAMPAPUA,Gowa,Bajeng Barat,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21618,UPG,SULAMPAPUA,Gowa,Manuju,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21619,UPG,SULAMPAPUA,Gowa,Tompobulu,,UPG-GWA,UPG10000,UPG21600,C,C,RING 2,
UPG21700,UPG,SULAMPAPUA,Kab. Takalar,Takalar,CABANG,UPG-TKA,UPG10000,UPG21700,B,B,RING 2,
UPG21701,UPG,SULAMPAPUA,Takalar,Galesong Selatan,,UPG-TKA,UPG10000,UPG21700,C,C,RING 2,
UPG21702,UPG,SULAMPAPUA,Takalar,Galesong Utara,,UPG-TKA,UPG10000,UPG21700,C,C,RING 2,
UPG21703,UPG,SULAMPAPUA,Takalar,Mangara Bombang,,UPG-TKA,UPG10000,UPG21700,C,C,RING 2,
UPG21704,UPG,SULAMPAPUA,Takalar,Mappakasunggu,,UPG-TKA,UPG10000,UPG21700,C,C,RING 2,
UPG21705,UPG,SULAMPAPUA,Takalar,Patallassang,,UPG-TKA,UPG10000,UPG21700,C,C,RING 2,
UPG21706,UPG,SULAMPAPUA,Takalar,Polombangkeng Selatan (Polobangkeng),,UPG-TKA,UPG10000,UPG21700,C,C,RING 2,
UPG21707,UPG,SULAMPAPUA,Takalar,Polombangkeng Utara (Polobangkeng),,UPG-TKA,UPG10000,UPG21700,C,C,RING 2,
UPG21708,UPG,SULAMPAPUA,Takalar,Sanrobone,,UPG-TKA,UPG10000,UPG21700,C,C,RING 2,
UPG21709,UPG,SULAMPAPUA,Takalar,Galesong,,UPG-TKA,UPG10000,UPG21700,C,C,RING 2,
UPG21800,UPG,SULAMPAPUA,Kab. Bone,Watampone,CABANG,UPG-WTP,UPG10000,UPG21800,B,B,RING 2,
UPG21801,UPG,SULAMPAPUA,Bone,Ajangale,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21802,UPG,SULAMPAPUA,Bone,Barebbo,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21803,UPG,SULAMPAPUA,Bone,Bontocani,,UPG-LBR,UPG10000,UPG21811,C,C,RING 2,
UPG21804,UPG,SULAMPAPUA,Cenrana ,Cenrana ,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21805,UPG,SULAMPAPUA,Bone,Cina,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21806,UPG,SULAMPAPUA,Bone,Dua Boccoe,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21807,UPG,SULAMPAPUA,Bone,Kahu,,UPG-LBR,UPG10000,UPG21811,C,C,RING 2,
UPG21808,UPG,SULAMPAPUA,Bone,Kajuara,,UPG-LBR,UPG10000,UPG21811,C,C,RING 2,
UPG21809,UPG,SULAMPAPUA,Bone,Lamuru,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21810,UPG,SULAMPAPUA,Bone,Lappariaja,,UPG-LBR,UPG10000,UPG21811,C,C,RING 2,
UPG21811,UPG,SULAMPAPUA,Bone,Libureng ,CABANG,UPG-LBR,UPG10000,UPG21811,C,C,RING 2,
UPG21812,UPG,SULAMPAPUA,Bone,Mare,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21813,UPG,SULAMPAPUA,Bone,Ponre,,UPG-LBR,UPG10000,UPG21811,C,C,RING 2,
UPG21814,UPG,SULAMPAPUA,Bone,Salomekko,,UPG-LBR,UPG10000,UPG21811,C,C,RING 2,
UPG21815,UPG,SULAMPAPUA,Bone,Sibulue,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21816,UPG,SULAMPAPUA,Bone,Tellu Siattinge,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21817,UPG,SULAMPAPUA,Bone,Tonra,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21818,UPG,SULAMPAPUA,Bone,Ulaweng,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21819,UPG,SULAMPAPUA,Bone,Amali,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21820,UPG,SULAMPAPUA,Bone,Awangpone,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21821,UPG,SULAMPAPUA,Bone,Bengo,,UPG-LBR,UPG10000,UPG21811,C,C,RING 2,
UPG21822,UPG,SULAMPAPUA,Bone,Palakka,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21823,UPG,SULAMPAPUA,Bone,Patimpeng,,UPG-LBR,UPG10000,UPG21811,C,C,RING 2,
UPG21825,UPG,SULAMPAPUA,Bone,Tanete Riattang,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21826,UPG,SULAMPAPUA,Bone,Tanete Riattang Barat,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21827,UPG,SULAMPAPUA,Bone,Tanete Riattang Timur,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21828,UPG,SULAMPAPUA,Bone,Cenrana,,UPG-WTP,UPG10000,UPG21800,C,C,RING 2,
UPG21829,UPG,SULAMPAPUA,Bone,Tellu Limpoe,,UPG-LBR,UPG10000,UPG21811,C,C,RING 2,
UPG21900,UPG,SULAMPAPUA,Kab. Soppeng,Watansoppeng,CABANG,UPG-WTG,UPG10000,UPG21900,B,B,RING 2,
UPG21901,UPG,SULAMPAPUA,Soppeng,Donri-Donri,,UPG-WTG,UPG10000,UPG21900,C,C,RING 2,
UPG21902,UPG,SULAMPAPUA,Soppeng,Liliraja (Lili Riaja),,UPG-WTG,UPG10000,UPG21900,C,C,RING 2,
UPG21903,UPG,SULAMPAPUA,Soppeng,Lili Rilau,,UPG-WTG,UPG10000,UPG21900,C,C,RING 2,
UPG21904,UPG,SULAMPAPUA,Soppeng,Mario Riwawo,,UPG-WTG,UPG10000,UPG21900,C,C,RING 2,
UPG21905,UPG,SULAMPAPUA,Soppeng,Mario Riawa,,UPG-WTG,UPG10000,UPG21900,C,C,RING 2,
UPG21906,UPG,SULAMPAPUA,Soppeng,Ganra,,UPG-WTG,UPG10000,UPG21900,C,C,RING 2,
UPG21907,UPG,SULAMPAPUA,Soppeng,Lalabata,,UPG-WTG,UPG10000,UPG21900,C,C,RING 2,
UPG21908,UPG,SULAMPAPUA,Soppeng,Citta,,UPG-WTG,UPG10000,UPG21900,C,C,RING 2,
UPG22000,UPG,SULAMPAPUA,Kab. Selayar,Benteng,CABANG,UPG-SLY,UPG10000,UPG22000,B,B,RING 2,
