Coding,Provinsi,Kota / Kabupaten,Kecamatan,Kelurahan,Kode POS,Status Cabang,ZONA,CABANG,WILAYAH GROUPING,Gate Inbound,Wilayah Delivery,Jadwal Delivery
KOE20620,Nusa Tenggara Timur (NTT),Manggarai ,Wae Rii,Golo Watu/Wutu,86591,MITRA,D,RUTENG,FLORES,Gate LBJ,Cabang Ruteng,Hari Rabu dan Sabtu
KOE20620,Nusa Tenggara Timur (NTT),Manggarai ,Wae Rii,Golo Wua (Golo Wuas),86591,MITRA,D,RUTENG,FLORES,Gate LBJ,Cabang Ruteng,Hari Rabu dan Sabtu
KOE20620,Nusa Tenggara Timur (NTT),Manggarai ,Wae Rii,Lalong,86591,MITRA,D,RUTENG,FLORES,Gate LBJ,Agen Lembor,Hari Rabu dan Sabtu
KOE20620,Nusa Tenggara Timur (NTT),Manggarai ,Wae Rii,Longko,86591,MITRA,D,RUTENG,FLORES,Gate LBJ,Cabang Ruteng,Hari Rabu dan Sabtu
KOE20620,Nusa Tenggara Timur (NTT),Manggarai ,Wae Rii,Ndehes,86591,MITRA,D,RUTENG,FLORES,Gate LBJ,Cabang Ruteng,Hari Rabu dan Sabtu
KOE20620,Nusa Tenggara Timur (NTT),Manggarai ,Wae Rii,Poco,86591,MITRA,D,RUTENG,FLORES,Gate LBJ,Cabang Ruteng,Hari Rabu dan Sabtu
KOE20620,Nusa Tenggara Timur (NTT),Manggarai ,Wae Rii,Ranaka/Renaka,86591,MITRA,D,RUTENG,FLORES,Gate LBJ,Cabang Ruteng,Hari Rabu dan Sabtu
KOE20620,Nusa Tenggara Timur (NTT),Manggarai ,Wae Rii,Ranggi,86591,MITRA,D,RUTENG,FLORES,Gate LBJ,Cabang Ruteng,Hari Rabu dan Sabtu
KOE20620,Nusa Tenggara Timur (NTT),Manggarai ,Wae Rii,Satar Ngkeling,86591,MITRA,D,RUTENG,FLORES,Gate LBJ,Cabang Ruteng,Hari Rabu dan Sabtu
KOE20620,Nusa Tenggara Timur (NTT),Manggarai ,Wae Rii,Wae Mulu,86591,MITRA,D,RUTENG,FLORES,Gate LBJ,Cabang Ruteng,Hari Rabu dan Sabtu
KOE20620,Nusa Tenggara Timur (NTT),Manggarai ,Wae Rii,Wae Rii,86591,MITRA,D,RUTENG,FLORES,Gate LBJ,Cabang Ruteng,Hari Rabu dan Sabtu
KOE20203,Nusa Tenggara Timur (NTT),Alor ,Alor Selatan,Kalaisi Tengah,85871,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20203,Nusa Tenggara Timur (NTT),Alor ,Alor Selatan,Kelaisi Barat,85871,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20203,Nusa Tenggara Timur (NTT),Alor ,Alor Selatan,Kelaisi Timur,85871,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20203,Nusa Tenggara Timur (NTT),Alor ,Alor Selatan,Kiraman,85871,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20203,Nusa Tenggara Timur (NTT),Alor ,Alor Selatan,Kuneman,85871,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20203,Nusa Tenggara Timur (NTT),Alor ,Alor Selatan,Lella,85871,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20203,Nusa Tenggara Timur (NTT),Alor ,Alor Selatan,Maikang,85871,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20203,Nusa Tenggara Timur (NTT),Alor ,Alor Selatan,Malaipea,85871,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20203,Nusa Tenggara Timur (NTT),Alor ,Alor Selatan,Manmas,85871,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20203,Nusa Tenggara Timur (NTT),Alor ,Alor Selatan,Padang Alang,85871,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20203,Nusa Tenggara Timur (NTT),Alor ,Alor Selatan,Sidabui,85871,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20203,Nusa Tenggara Timur (NTT),Alor ,Alor Selatan,Silaipui,85871,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20203,Nusa Tenggara Timur (NTT),Alor ,Alor Selatan,Subo,85871,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20203,Nusa Tenggara Timur (NTT),Alor ,Alor Selatan,Tamanapui,85871,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20201,Nusa Tenggara Timur (NTT),Alor ,Alor Timur,Belemana,85872,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20201,Nusa Tenggara Timur (NTT),Alor ,Alor Timur,Elok,85872,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20201,Nusa Tenggara Timur (NTT),Alor ,Alor Timur,Kolana Selatan,85872,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20201,Nusa Tenggara Timur (NTT),Alor ,Alor Timur,Kolana Utara,85872,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20201,Nusa Tenggara Timur (NTT),Alor ,Alor Timur,Maritaing,85872,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20201,Nusa Tenggara Timur (NTT),Alor ,Alor Timur,Maukuru,85872,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20201,Nusa Tenggara Timur (NTT),Alor ,Alor Timur,Mausamang,85872,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20201,Nusa Tenggara Timur (NTT),Alor ,Alor Timur,Padang Panjang,85872,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20201,Nusa Tenggara Timur (NTT),Alor ,Alor Timur,Tanglapui,85872,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20201,Nusa Tenggara Timur (NTT),Alor ,Alor Timur,Tanglapui Timur,85872,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20215,Nusa Tenggara Timur (NTT),Alor ,Mataru,Kamaifui,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20215,Nusa Tenggara Timur (NTT),Alor ,Mataru,Lakatuli,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20215,Nusa Tenggara Timur (NTT),Alor ,Mataru,Mataru Barat,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20215,Nusa Tenggara Timur (NTT),Alor ,Mataru,Mataru Selatan,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20215,Nusa Tenggara Timur (NTT),Alor ,Mataru,Mataru Timur,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20215,Nusa Tenggara Timur (NTT),Alor ,Mataru,Mataru Utara,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20215,Nusa Tenggara Timur (NTT),Alor ,Mataru,Taman Mataru,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20208,Nusa Tenggara Timur (NTT),Alor ,Pantar Barat,Baraler,85881,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20208,Nusa Tenggara Timur (NTT),Alor ,Pantar Barat,Baranusa,85881,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20208,Nusa Tenggara Timur (NTT),Alor ,Pantar Barat,Blang Merang,85881,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20208,Nusa Tenggara Timur (NTT),Alor ,Pantar Barat,Illu,85881,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20208,Nusa Tenggara Timur (NTT),Alor ,Pantar Barat,Kalondama,85881,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20208,Nusa Tenggara Timur (NTT),Alor ,Pantar Barat,Leer,85881,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20208,Nusa Tenggara Timur (NTT),Alor ,Pantar Barat,Piringsina,85881,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20214,Nusa Tenggara Timur (NTT),Alor ,Pantar Barat Laut,Allumang,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20214,Nusa Tenggara Timur (NTT),Alor ,Pantar Barat Laut,Beangonong,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20214,Nusa Tenggara Timur (NTT),Alor ,Pantar Barat Laut,Kalondama Barat,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20214,Nusa Tenggara Timur (NTT),Alor ,Pantar Barat Laut,Kalondama Tengah,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20214,Nusa Tenggara Timur (NTT),Alor ,Pantar Barat Laut,Kayang,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20214,Nusa Tenggara Timur (NTT),Alor ,Pantar Barat Laut,Lamma,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20214,Nusa Tenggara Timur (NTT),Alor ,Pantar Barat Laut,Marisa,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20213,Nusa Tenggara Timur (NTT),Alor ,Pantar Tengah,Aramaba,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20213,Nusa Tenggara Timur (NTT),Alor ,Pantar Tengah,Bagang,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20213,Nusa Tenggara Timur (NTT),Alor ,Pantar Tengah,Delaki,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20213,Nusa Tenggara Timur (NTT),Alor ,Pantar Tengah,Eka Jaya,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20213,Nusa Tenggara Timur (NTT),Alor ,Pantar Tengah,Mauta,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20213,Nusa Tenggara Timur (NTT),Alor ,Pantar Tengah,Muriabang,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20213,Nusa Tenggara Timur (NTT),Alor ,Pantar Tengah,Tamak,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20213,Nusa Tenggara Timur (NTT),Alor ,Pantar Tengah,Toang,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20213,Nusa Tenggara Timur (NTT),Alor ,Pantar Tengah,Tubbe (Tube),85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20213,Nusa Tenggara Timur (NTT),Alor ,Pantar Tengah,Tude,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20211,Nusa Tenggara Timur (NTT),Alor ,Pulau Pura,Maru,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20211,Nusa Tenggara Timur (NTT),Alor ,Pulau Pura,Pura,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20211,Nusa Tenggara Timur (NTT),Alor ,Pulau Pura,Pura Barat,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20211,Nusa Tenggara Timur (NTT),Alor ,Pulau Pura,Pura Selatan,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20211,Nusa Tenggara Timur (NTT),Alor ,Pulau Pura,Pura Timur,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20211,Nusa Tenggara Timur (NTT),Alor ,Pulau Pura,Pura Utara,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20210,Nusa Tenggara Timur (NTT),Alor ,Pureman,Kailesa,85872,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20210,Nusa Tenggara Timur (NTT),Alor ,Pureman,Langkuru,85872,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20210,Nusa Tenggara Timur (NTT),Alor ,Pureman,Langkuru Utara,85872,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20210,Nusa Tenggara Timur (NTT),Alor ,Pureman,Purnama,85872,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Tidak ada delivery
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Halerman,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Kafelulang,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Kuifana,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Manatang,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Margeta,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Moramam,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Morba,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Moru,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Orgen,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Pailelang,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Pintu Mas,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Probur,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Probur Utara,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Tribur,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Wakapsir,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Wakapsir Timur,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Wolwal,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Wolwal Barat,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Wolwal Selatan,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20204,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Daya,Wolwal Tengah,85861,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20200,Nusa Tenggara Timur (NTT),Alor ,Kalabahi,Kalabahi,0,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Adang Buom,85819,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Air Kenari,85819,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Binongko,85815,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Fanating,85819,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Kalabahi Barat,85814,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Kalabahi Kota,85813,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Kalabahi Tengah,85812,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Kalabahi Timur,85811,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Lendola,85819,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Motongbang,85819,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Mutiara,85819,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Nusa Kenari,85819,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Teluk Kenari,85819,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Welai Barat,85816,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Welai Timur,85817,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20209,Nusa Tenggara Timur (NTT),Alor ,Teluk Mutiara,Wetabua,85819,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Setiap Hari
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Adang,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Aimoli,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Alaang,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Alila,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Alila Selatan,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Alor Besar,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Alor Kecil,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Ampera,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Bampalola,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Dulolong,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Dulolong Barat,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Hulnani,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Lefokisu,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Lewalu,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,O A Mate,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Otvai,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Pulau Buaya,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Ternate,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20205,Nusa Tenggara Timur (NTT),Alor ,Alor Barat Laut,Ternate Selatan,85851,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Selasa dan Sabtu
KOE20217,Nusa Tenggara Timur (NTT),Alor ,Kabola,Alila Timur,85851,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu dan Sabtu / ada juga yang setiap hari
KOE20217,Nusa Tenggara Timur (NTT),Alor ,Kabola,Kabola,85819,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu dan Sabtu / ada juga yang setiap hari
KOE20217,Nusa Tenggara Timur (NTT),Alor ,Kabola,Kopidil,85819,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu dan Sabtu / ada juga yang setiap hari
KOE20217,Nusa Tenggara Timur (NTT),Alor ,Kabola,Lawahing,85851,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu dan Sabtu / ada juga yang setiap hari
KOE20217,Nusa Tenggara Timur (NTT),Alor ,Kabola,Pante Deera,85819,MITRA,B,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu dan Sabtu / ada juga yang setiap hari
KOE20212,Nusa Tenggara Timur (NTT),Alor ,Pantar Timur,Batu,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu
KOE20212,Nusa Tenggara Timur (NTT),Alor ,Pantar Timur,Bunga Bali,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu
KOE20212,Nusa Tenggara Timur (NTT),Alor ,Pantar Timur,Kaera,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu
KOE20212,Nusa Tenggara Timur (NTT),Alor ,Pantar Timur,Kaleb,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu
KOE20212,Nusa Tenggara Timur (NTT),Alor ,Pantar Timur,Lalafang,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu
KOE20212,Nusa Tenggara Timur (NTT),Alor ,Pantar Timur,Lekom,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu
KOE20212,Nusa Tenggara Timur (NTT),Alor ,Pantar Timur,Mawar,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu
KOE20212,Nusa Tenggara Timur (NTT),Alor ,Pantar Timur,Merdeka,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu
KOE20212,Nusa Tenggara Timur (NTT),Alor ,Pantar Timur,Nule,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu
KOE20212,Nusa Tenggara Timur (NTT),Alor ,Pantar Timur,Ombay,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu
KOE20212,Nusa Tenggara Timur (NTT),Alor ,Pantar Timur,Treweng/Tereweng,85881,MITRA,C,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Rabu
KOE20202,Nusa Tenggara Timur (NTT),Alor ,Pantar,Bana,85881,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Kamis
KOE20202,Nusa Tenggara Timur (NTT),Alor ,Pantar,Bandar,85881,MITRA,D,ALOR,KEPULAUAN,Gate KOE,Cabang Alor,Kamis
